fund_name,category,fund_ytd,fund_1y,fund_3y,fund_5y,benchmark_name,benchmark_ytd,benchmark_1y,benchmark_3y,benchmark_5y,fund_mean,fund_std_dev,fund_Sharpe,fund_Sortino,fund_Beta,fund_Alpha,benchmark_mean,benchmark_std_dev,benchmark_Sharpe,benchmark_Sortino,fund_house,Type,Expense_ratio,AMC,Benchmark,Fund Manager,sector1_name,sector1_percent,sector2_name,sector2_percent,sector3_name,sector3_percent,Riskometer,Category,SubCategory
ITI Liquid Dir,Debt: Liquid,4.74,6.87,6.84,5.49,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.63,0.14,2.25,2.51,0.26,0.8,4.47,0.3,-6.14,-7.8,ITI Mutual Fund,Open-ended,"0.09%
(As on 31-Aug-2025)",ITI Asset Management Ltd.,CRISIL Liquid Debt A-I Index,Laukik Bagwe,AAA,77.73,SOV,14.25,Cash Equivalent,7.72,Low to Moderate,Debt,Liquid
JM Dynamic Bond Dir,Debt: Dynamic Bond,5.81,7.51,7.56,6.27,VR Bond,4.06,5.87,6.93,5.43,7.25,2.1,0.44,0.75,1.17,0.49,6.7,1.63,0.23,0.31,JM Financial Mutual Fund,Open-ended,"0.48%
(As on 31-Aug-2025)",JM Financial Asset Management Ltd.,CRISIL Dynamic Bond A-III Index,Killol Pandya,AAA,47.85,SOV,35.24,Cash Equivalent,10.11,Moderate,Debt,Dynamic Bond
JM Liquid Dir,Debt: Liquid,4.73,6.88,7.01,5.67,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.8,0.16,2.97,3.52,0.33,1.09,4.47,0.3,-6.14,-7.8,JM Financial Mutual Fund,Open-ended,"0.16%
(As on 31-Aug-2025)",JM Financial Asset Management Ltd.,CRISIL Liquid Debt A-I Index,Killol Pandya,AAA,76.67,SOV,18.18,Cash Equivalent,4.86,Low to Moderate,Debt,Liquid
JM Low Duration Dir,Debt: Low Duration,5.69,7.98,7.41,5.99,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.15,0.42,1.98,2.89,1.11,2.88,4.47,0.3,-6.14,-7.8,JM Financial Mutual Fund,Open-ended,"0.35%
(As on 31-Aug-2025)",JM Financial Asset Management Ltd.,CRISIL Low Duration Debt A-I Index,Killol Pandya,AAA,66.38,AA,20.67,SOV,8.27,Low to Moderate,Debt,Low Duration
JM Medium to Long Duration Dir,Debt: Medium to Long Duration,5.74,7.4,7.61,5.52,VR Bond,4.06,5.87,6.93,5.43,7.12,2.24,0.35,0.6,1.25,0.33,6.7,1.63,0.23,0.31,JM Financial Mutual Fund,Open-ended,"0.61%
(As on 31-Aug-2025)",JM Financial Asset Management Ltd.,CRISIL Medium to Long Duration Debt A-III Index,Killol Pandya,SOV,61.62,AAA,22.73,Cash Equivalent,15.37,Moderate,Debt,Medium to Long Duration
Kotak Banking & PSU Debt Dir,Debt: Banking and PSU,5.79,8.05,7.76,6.57,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.51,1.18,1.0,1.71,2.61,6.02,4.47,0.3,-6.14,-7.8,Kotak Mahindra Mutual Fund,Open-ended,"0.40%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,CRISIL Banking and PSU Debt A-II,Deepak Agrawal,AAA,75.21,SOV,18.77,Cash Equivalent,3.2,Moderate,Debt,Banking and PSU
Kotak Bond Dir,Debt: Medium to Long Duration,4.75,6.52,7.87,6.49,VR Bond,4.06,5.87,6.93,5.43,7.42,2.28,0.48,0.68,1.33,0.6,6.7,1.63,0.23,0.31,Kotak Mahindra Mutual Fund,Open-ended,"0.70%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,CRISIL Medium to Long Duration Debt A-III Index,Abhishek Bisen,SOV,68.55,AAA,24.58,Cash Equivalent,6.23,Moderate,Debt,Medium to Long Duration
Kotak Bond Short Term Dir,Debt: Short Duration,6.16,8.45,7.92,6.58,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.59,1.1,1.15,1.91,2.73,6.32,4.47,0.3,-6.14,-7.8,Kotak Mahindra Mutual Fund,Open-ended,"0.38%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,NIFTY SD Debt Index A-II,Abhishek Bisen,AAA,70.91,SOV,25.77,Cash Equivalent,2.92,Moderate,Debt,Short Duration
Kotak Corporate Bond Dir,Debt: Corporate Bond,6.24,8.54,7.92,6.6,VR Bond,4.06,5.87,6.93,5.43,7.6,1.13,1.12,1.92,0.59,1.05,6.7,1.63,0.23,0.31,Kotak Mahindra Mutual Fund,Open-ended,"0.34%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,Nifty Corporate Bond Index A-II,Deepak Agrawal,AAA,76.71,SOV,20.85,Cash Equivalent,2.17,Moderate,Debt,Corporate Bond
Kotak Credit Risk Dir,Debt: Credit Risk,7.65,8.15,8.16,6.81,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.7,1.39,0.99,1.54,2.58,6.15,4.47,0.3,-6.14,-7.8,Kotak Mahindra Mutual Fund,Open-ended,"0.81%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,CRISIL Credit Risk Debt B-II Index,Deepak Agrawal,AA,52.63,A and Below,13.67,SOV,11.87,High,Debt,Credit Risk
Kotak Dynamic Bond Dir,Debt: Dynamic Bond,4.72,6.12,7.89,6.65,VR Bond,4.06,5.87,6.93,5.43,7.32,2.79,0.35,0.5,1.62,0.39,6.7,1.63,0.23,0.31,Kotak Mahindra Mutual Fund,Open-ended,"0.59%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,NIFTY Composite Debt Index A-III,Abhishek Bisen,SOV,66.86,AAA,15.45,AA,9.22,Moderately High,Debt,Dynamic Bond
Kotak Floating Rate Dir,Debt: Floater,6.43,8.94,8.12,6.94,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.88,0.72,2.16,4.02,1.52,4.37,4.47,0.3,-6.14,-7.8,Kotak Mahindra Mutual Fund,Open-ended,"0.25%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,NIFTY SD Debt Index A-II,Deepak Agrawal,AAA,57.72,SOV,32.71,AA,14.35,Moderate,Debt,Floater
Kotak Liquid Dir,Debt: Liquid,4.8,6.96,7.06,5.69,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.85,0.18,2.83,3.49,0.4,1.27,4.47,0.3,-6.14,-7.8,Kotak Mahindra Mutual Fund,Open-ended,"0.20%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,NIFTY Liquid Index A-I,Deepak Agrawal,AAA,84.29,SOV,17.37,Unrated / Others,0.24,Moderate,Debt,Liquid
Kotak Low Duration Dir,Debt: Low Duration,5.82,8.32,7.78,6.5,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.54,0.45,2.69,4.94,1.02,3.11,4.47,0.3,-6.14,-7.8,Kotak Mahindra Mutual Fund,Open-ended,"0.42%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,NIFTY Low Duration Debt Index A-I,Deepak Agrawal,AAA,76.2,AA,12.09,SOV,11.6,Low to Moderate,Debt,Low Duration
Kotak Medium Term Dir,Debt: Medium Duration,7.2,9.37,8.61,7.69,VR Bond,4.06,5.87,6.93,5.43,8.13,1.47,1.22,2.12,0.7,1.54,6.7,1.63,0.23,0.31,Kotak Mahindra Mutual Fund,Open-ended,"0.67%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,CRISIL Medium Duration Debt A-III Index,Deepak Agrawal,AA,33.67,AAA,25.13,SOV,20.8,Moderately High,Debt,Medium Duration
Kotak Money Market Dir,Debt: Money Market,5.6,7.88,7.58,6.17,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.33,0.36,2.79,4.57,0.9,2.67,4.47,0.3,-6.14,-7.8,Kotak Mahindra Mutual Fund,Open-ended,"0.24%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,CRISIL Money Market A-I Index,Deepak Agrawal,AAA,85.4,SOV,15.39,Unrated / Others,0.24,Moderate,Debt,Money Market
Kotak Savings Dir,Debt: Ultra Short Duration,5.33,7.61,7.39,6.05,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.15,0.31,2.66,4.08,0.72,2.17,4.47,0.3,-6.14,-7.8,Kotak Mahindra Mutual Fund,Open-ended,"0.37%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,NIFTY Ultra Short Duration Debt Index A-I,Deepak Agrawal,AAA,72.34,SOV,14.68,AA,9.09,Low to Moderate,Debt,Ultra Short Duration
LIC MF Banking & PSU Dir,Debt: Banking and PSU,6.19,8.42,7.7,6.13,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.35,1.32,0.77,1.29,3.18,6.91,4.47,0.3,-6.14,-7.8,LIC Mutual Fund,Open-ended,"0.28%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,Nifty Banking & PSU Debt Index A-II,Marzban Irani,AAA,81.9,SOV,15.57,Cash Equivalent,2.26,Moderate,Debt,Banking and PSU
LIC MF Liquid Dir,Debt: Liquid,4.75,6.92,7.05,5.69,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.84,0.18,2.87,3.57,0.36,1.17,4.47,0.3,-6.14,-7.8,LIC Mutual Fund,Open-ended,"0.16%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,CRISIL Liquid Debt A-I Index,Aakash Parash Dhulia,AAA,75.71,SOV,20.96,Cash Equivalent,3.09,Low to Moderate,Debt,Liquid
LIC MF Low Duration Dir,Debt: Low Duration,5.65,7.99,7.47,6.21,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.22,0.44,2.02,3.36,1.17,3.06,4.47,0.3,-6.14,-7.8,LIC Mutual Fund,Open-ended,"0.25%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,CRISIL Low Duration Debt A-I Index,Rahul Singh,AAA,85.73,SOV,9.05,Cash Equivalent,3.64,Low to Moderate,Debt,Low Duration
LIC MF Medium to Long Duration Dir,Debt: Medium to Long Duration,5.43,7.69,7.98,5.95,VR Bond,4.06,5.87,6.93,5.43,7.69,2.41,0.56,0.89,1.38,0.85,6.7,1.63,0.23,0.31,LIC Mutual Fund,Open-ended,"0.21%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,CRISIL Medium to Long Duration Debt A-III Index,Marzban Irani,SOV,89.62,AAA,7.91,Cash Equivalent,2.2,Moderate,Debt,Medium to Long Duration
LIC MF Short Duration Dir,Debt: Short Duration,6.19,8.47,7.8,6.26,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.45,1.12,1.0,1.55,2.82,6.35,4.47,0.3,-6.14,-7.8,LIC Mutual Fund,Open-ended,"0.36%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,CRISIL Short Duration Debt A-II Index,Marzban Irani,AAA,67.55,SOV,30.04,Cash Equivalent,2.13,Moderate,Debt,Short Duration
LIC MF Ultra Short Duration Direct,Debt: Ultra Short Duration,5.29,7.57,7.14,5.94,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.91,0.28,2.11,3.49,0.66,1.81,4.47,0.3,-6.14,-7.8,LIC Mutual Fund,Open-ended,"0.25%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,CRISIL Ultra Short Duration Debt A-I Index,Rahul Singh,AAA,83.18,SOV,9.61,Cash Equivalent,6.89,Low to Moderate,Debt,Ultra Short Duration
Mahindra Manulife Dynamic Bond Dir,Debt: Dynamic Bond,5.69,7.29,7.99,5.95,VR Bond,4.06,5.87,6.93,5.43,7.55,2.25,0.54,0.97,1.28,0.75,6.7,1.63,0.23,0.31,Mahindra Manulife Mutual Fund,Open-ended,"0.39%
(As on 31-Aug-2025)",Mahindra Manulife Investment Management Private Limited,CRISIL Dynamic Bond A-III Index,Rahul Pal,AAA,55.13,SOV,16.35,Cash Equivalent,14.37,Moderate,Debt,Dynamic Bond
Mahindra Manulife Liquid Dir,Debt: Liquid,4.78,6.97,7.12,5.76,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.9,0.17,3.39,4.02,0.34,1.21,4.47,0.3,-6.14,-7.8,Mahindra Manulife Mutual Fund,Open-ended,"0.15%
(As on 31-Aug-2025)",Mahindra Manulife Investment Management Private Limited,CRISIL Liquid Debt A-I Index,Rahul Pal,AAA,80.66,SOV,16.44,Cash Equivalent,2.64,Moderate,Debt,Liquid
Mahindra Manulife Low Duration Dir,Debt: Low Duration,5.78,8.15,7.71,6.29,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.43,0.41,2.71,3.85,0.99,2.94,4.47,0.3,-6.14,-7.8,Mahindra Manulife Mutual Fund,Open-ended,"0.30%
(As on 31-Aug-2025)",Mahindra Manulife Investment Management Private Limited,CRISIL Low Duration Debt A-I Index,Rahul Pal,AAA,58.53,AA,29.69,SOV,7.01,Moderate,Debt,Low Duration
Mahindra Manulife Ultra Short Duration Dir,Debt: Ultra Short Duration,5.32,7.63,7.43,6.05,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.19,0.27,3.14,4.26,0.65,2.06,4.47,0.3,-6.14,-7.8,Mahindra Manulife Mutual Fund,Open-ended,"0.28%
(As on 31-Aug-2025)",Mahindra Manulife Investment Management Private Limited,CRISIL Ultra Short Duration Debt A-I Index,Rahul Pal,AAA,64.6,AA,21.65,SOV,7.11,Moderate,Debt,Ultra Short Duration
Mirae Asset Banking and PSU Dir,Debt: Banking and PSU,5.67,8.07,7.48,6.06,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.18,1.27,0.67,1.13,2.84,6.12,4.47,0.3,-6.14,-7.8,Mirae Asset Mutual Fund,Open-ended,"0.36%
(As on 31-Aug-2025)",Mirae Asset Investment Managers (India) Pvt. Ltd.,CRISIL Banking and PSU Debt A-II,Kruti Chheta,AAA,72.18,Cash Equivalent,17.76,SOV,9.51,Moderate,Debt,Banking and PSU
Mirae Asset Dynamic Bond Dir,Debt: Dynamic Bond,6.02,8.18,7.45,5.72,VR Bond,4.06,5.87,6.93,5.43,7.14,1.19,0.68,0.86,0.5,0.63,6.7,1.63,0.23,0.31,Mirae Asset Mutual Fund,Open-ended,"0.16%
(As on 31-Aug-2025)",Mirae Asset Investment Managers (India) Pvt. Ltd.,CRISIL Dynamic Bond A-III Index,Amit Modani,AAA,50.69,SOV,43.15,Cash Equivalent,5.65,Low to Moderate,Debt,Dynamic Bond
Mirae Asset Liquid Dir,Debt: Liquid,4.78,6.97,7.09,5.73,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.87,0.18,3.02,3.78,0.37,1.24,4.47,0.3,-6.14,-7.8,Mirae Asset Mutual Fund,Open-ended,"0.09%
(As on 31-Aug-2025)",Mirae Asset Investment Managers (India) Pvt. Ltd.,NIFTY Liquid Index A-I,Amit Modani,AAA,76.24,SOV,19.98,Cash Equivalent,3.56,Low to Moderate,Debt,Liquid
Mirae Asset Low Duration Dir,Debt: Low Duration,5.8,8.13,7.59,6.21,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.33,0.42,2.4,3.58,1.11,3.06,4.47,0.3,-6.14,-7.8,Mirae Asset Mutual Fund,Open-ended,"0.17%
(As on 31-Aug-2025)",Mirae Asset Investment Managers (India) Pvt. Ltd.,NIFTY Low Duration Debt Index A-I,Basant Bafna,AAA,73.42,SOV,12.55,AA,7.4,Low to Moderate,Debt,Low Duration
Mirae Asset Short Duration Dir,Debt: Short Duration,6.32,8.63,7.87,6.48,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.55,1.05,1.16,1.89,2.62,6.06,4.47,0.3,-6.14,-7.8,Mirae Asset Mutual Fund,Open-ended,"0.25%
(As on 31-Aug-2025)",Mirae Asset Investment Managers (India) Pvt. Ltd.,CRISIL Short Duration Debt A-II Index,Basant Bafna,AAA,68.86,SOV,19.96,AA,6.22,Moderate,Debt,Short Duration
Motilal Oswal Liquid Dir,Debt: Liquid,4.48,6.51,6.66,5.35,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.47,0.18,0.79,1.08,0.35,0.79,4.47,0.3,-6.14,-7.8,Motilal Oswal Mutual Fund,Open-ended,"0.19%
(As on 31-Aug-2025)",Motilal Oswal Asset Management Company Ltd.,CRISIL Liquid Debt A-I Index,Rakesh Shetty,AAA,65.83,SOV,17.94,Cash Equivalent,15.99,Low to Moderate,Debt,Liquid
Motilal Oswal Ultra Short Term Dir,Debt: Ultra Short Duration,4.59,6.51,6.45,5.2,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.26,0.22,-0.31,-0.41,0.48,0.82,4.47,0.3,-6.14,-7.8,Motilal Oswal Mutual Fund,Open-ended,"0.29%
(As on 31-Aug-2025)",Motilal Oswal Asset Management Company Ltd.,CRISIL Ultra Short Duration Debt A-I Index,Rakesh Shetty,AAA,49.57,SOV,37.85,Cash Equivalent,12.32,Low to Moderate,Debt,Ultra Short Duration
Navi Liquid Dir,Debt: Liquid,4.43,6.53,6.7,5.54,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.51,0.15,1.22,1.6,0.26,0.67,4.47,0.3,-6.14,-7.8,Navi Mutual Fund,Open-ended,"0.15%
(As on 31-Aug-2025)",Navi AMC Limited,CRISIL Liquid Debt A-I Index,Tanmay Sethi,AAA,71.94,Cash Equivalent,14.52,SOV,12.88,Moderate,Debt,Liquid
Nippon India Banking and PSU Dir,Debt: Banking and PSU,5.91,8.08,7.68,6.45,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.38,1.32,0.8,1.32,3.12,6.83,4.47,0.3,-6.14,-7.8,Nippon India Mutual Fund,Open-ended,"0.38%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,CRISIL Banking and PSU Debt A-II,Pranay Sinha,AAA,79.37,SOV,16.47,Cash Equivalent,3.85,Moderate,Debt,Banking and PSU
Nippon India Corporate Bond Dir,Debt: Corporate Bond,6.36,8.71,8.2,7.11,VR Bond,4.06,5.87,6.93,5.43,7.85,1.27,1.2,1.94,0.68,1.27,6.7,1.63,0.23,0.31,Nippon India Mutual Fund,Open-ended,"0.36%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,Nifty Corporate Bond Index A-II,Vivek Sharma,AAA,71.61,SOV,24.67,Cash Equivalent,3.46,Moderate,Debt,Corporate Bond
Nippon India Credit Risk Dir,Debt: Credit Risk,7.31,10.04,9.0,9.5,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,8.62,0.8,2.88,5.03,1.96,5.93,4.47,0.3,-6.14,-7.8,Nippon India Mutual Fund,Open-ended,"0.69%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,CRISIL Credit Risk Debt B-II Index,Sushil Budhia,AA,41.41,A and Below,22.94,AAA,14.95,High,Debt,Credit Risk
Nippon India Dynamic Bond Dir,Debt: Dynamic Bond,5.74,7.64,7.88,6.27,VR Bond,4.06,5.87,6.93,5.43,7.63,2.12,0.61,0.9,1.12,0.88,6.7,1.63,0.23,0.31,Nippon India Mutual Fund,Open-ended,"0.35%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,NIFTY Composite Debt Index A-III,Pranay Sinha,SOV,97.33,Cash Equivalent,2.36,Unrated / Others,0.31,Moderate,Debt,Dynamic Bond
Nippon India ETF Nifty 8-13 yr G-Sec LT Gilt,Debt: Gilt,6.03,8.09,8.22,5.7,CCIL All Sovereign Bond - TRI,4.24,5.89,8.05,6.15,7.68,2.64,0.51,0.87,0.69,0.36,7.75,3.47,0.41,0.56,Nippon India Mutual Fund,Open-ended,"0.10%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,NIFTY 8-13 yr G-Sec Index,Pranay Sinha,SOV,96.98,Cash Equivalent,2.9,Unrated / Others,0.12,Moderate,Debt,Gilt
Nippon India Floater Dir,Debt: Floater,6.26,8.68,8.02,6.75,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.7,0.89,1.54,2.64,2.2,5.45,4.47,0.3,-6.14,-7.8,Nippon India Mutual Fund,Open-ended,"0.35%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,NIFTY SD Debt Index A-II,Vikash Agarwal,AAA,77.35,SOV,18.09,Cash Equivalent,4.27,Moderate,Debt,Floater
Nippon India Gilt Dir,Debt: Gilt,3.28,4.8,7.39,5.85,CCIL All Sovereign Bond - TRI,4.24,5.89,8.05,6.15,6.91,3.19,0.18,0.23,0.88,-0.67,7.75,3.47,0.41,0.56,Nippon India Mutual Fund,Open-ended,"0.50%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,NIFTY All Duration G-Sec Index,Pranay Sinha,SOV,97.07,Cash Equivalent,2.85,Unrated / Others,0.06,Moderate,Debt,Gilt
Nippon India Liquid Dir,Debt: Liquid,4.8,6.98,7.1,5.72,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.88,0.18,3.03,3.75,0.4,1.28,4.47,0.3,-6.14,-7.8,Nippon India Mutual Fund,Open-ended,"0.20%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,NIFTY Liquid Index A-I,Vikash Agarwal,AAA,87.0,SOV,18.72,Unrated / Others,0.34,Moderate,Debt,Liquid
Nippon India Low Duration Dir,Debt: Low Duration,5.78,8.23,7.66,6.58,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.39,0.44,2.44,3.46,1.12,3.14,4.47,0.3,-6.14,-7.8,Nippon India Mutual Fund,Open-ended,"0.38%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,CRISIL Low Duration Debt A-I Index,Vivek Sharma,AAA,70.36,SOV,13.17,AA,12.93,Low to Moderate,Debt,Low Duration
Nippon India Medium Duration Dir,Debt: Medium Duration,8.19,10.71,8.8,9.15,VR Bond,4.06,5.87,6.93,5.43,8.34,1.96,1.03,2.22,0.74,1.73,6.7,1.63,0.23,0.31,Nippon India Mutual Fund,Open-ended,"0.52%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,CRISIL Medium Duration Debt A-III Index,Sushil Budhia,AA,43.65,SOV,32.26,Cash Equivalent,16.14,Moderately High,Debt,Medium Duration
Nippon India Medium to Long Duration Dir,Debt: Medium to Long Duration,4.04,5.63,7.71,6.16,VR Bond,4.06,5.87,6.93,5.43,7.35,2.41,0.43,0.57,1.4,0.51,6.7,1.63,0.23,0.31,Nippon India Mutual Fund,Open-ended,"0.67%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,NIFTY Medium to Long Duration Debt Index A-III,Vivek Sharma,SOV,65.04,AAA,24.91,Cash Equivalent,9.71,Moderate,Debt,Medium to Long Duration
Nippon India Money Market Dir,Debt: Money Market,5.68,7.98,7.66,6.26,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.41,0.36,3.01,5.17,0.88,2.71,4.47,0.3,-6.14,-7.8,Nippon India Mutual Fund,Open-ended,"0.22%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,NIFTY Money Market Index A-I,Vikash Agarwal,AAA,85.07,SOV,13.5,Cash Equivalent,1.21,Moderate,Debt,Money Market
Nippon India Nivesh Lakshya Long Duration Dir,Debt: Long Duration,3.52,5.12,7.76,5.99,VR Bond,4.06,5.87,6.93,5.43,7.68,3.88,0.35,0.45,5.79,12.08,6.7,1.63,0.23,0.31,Nippon India Mutual Fund,Open-ended,"0.33%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,CRISIL Long Duration Debt A-III Index,Pranay Sinha,SOV,96.94,Cash Equivalent,2.78,Unrated / Others,0.28,Moderate,Debt,Long Duration
Nippon India Overnight Dir,Debt: Overnight,4.2,6.19,6.48,5.29,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.3,0.13,-0.19,-0.23,0.14,0.23,4.47,0.3,-6.14,-7.8,Nippon India Mutual Fund,Open-ended,"0.08%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,CRISIL Liquid Overnight Index,Vikash Agarwal,Cash Equivalent,83.94,Unrated / Others,9.82,SOV,6.25,Low,Debt,Overnight
Nippon India Short Duration Dir,Debt: Short Duration,6.45,8.87,8.11,6.99,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.75,1.1,1.29,2.14,2.79,6.6,4.47,0.3,-6.14,-7.8,Nippon India Mutual Fund,Open-ended,"0.38%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,CRISIL Short Duration Debt A-II Index,Sushil Budhia,AAA,59.07,SOV,25.87,AA,10.44,Moderate,Debt,Short Duration
Nippon India Ultra Short Duration Dir,Debt: Ultra Short Duration,5.52,7.9,7.67,7.47,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.41,0.29,3.77,5.44,0.7,2.37,4.47,0.3,-6.14,-7.8,Nippon India Mutual Fund,Open-ended,"0.38%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,CRISIL Ultra Short Duration Debt A-I Index,Vivek Sharma,AAA,67.07,AA,17.63,SOV,11.39,Moderate,Debt,Ultra Short Duration
Parag Parikh Liquid Dir,Debt: Liquid,4.58,6.65,6.7,5.41,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.51,0.16,1.11,1.4,0.33,0.79,4.47,0.3,-6.14,-7.8,PPFAS Mutual Fund,Open-ended,"0.11%
(As on 31-Aug-2025)",PPFAS Asset Management Pvt.Ltd.,CRISIL Liquid Debt A-I Index,Aishwarya Dhar,AAA,77.77,SOV,20.98,Cash Equivalent,1.0,Low to Moderate,Debt,Liquid
PGIM India Corporate Bond Dir,Debt: Corporate Bond,6.2,8.49,7.72,6.66,VR Bond,4.06,5.87,6.93,5.43,7.36,1.23,0.84,1.35,0.64,0.79,6.7,1.63,0.23,0.31,PGIM India Mutual Fund,Open-ended,"0.25%
(As on 31-Aug-2025)",PGIM India Asset Management Pvt. Ltd.,CRISIL Corporate Debt A-II,Bhupesh Kalyani,AAA,68.74,Cash Equivalent,10.47,AA,10.36,Moderate,Debt,Corporate Bond
PGIM India Dynamic Bond Dir,Debt: Dynamic Bond,4.95,6.82,8.05,6.51,VR Bond,4.06,5.87,6.93,5.43,7.59,2.36,0.54,0.79,1.36,0.76,6.7,1.63,0.23,0.31,PGIM India Mutual Fund,Open-ended,"0.42%
(As on 31-Aug-2025)",PGIM India Asset Management Pvt. Ltd.,CRISIL Dynamic Bond A-III Index,Bhupesh Kalyani,SOV,47.34,AAA,31.24,Cash Equivalent,21.06,Moderate,Debt,Dynamic Bond
PGIM India Liquid Dir,Debt: Liquid,4.81,7.01,7.11,5.73,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.89,0.18,3.17,3.94,0.36,1.24,4.47,0.3,-6.14,-7.8,PGIM India Mutual Fund,Open-ended,"0.12%
(As on 31-Aug-2025)",PGIM India Asset Management Pvt. Ltd.,CRISIL Liquid Debt A-I Index,Bhupesh Kalyani,AAA,74.99,Cash Equivalent,20.64,SOV,3.75,Low to Moderate,Debt,Liquid
